model,n,mae,rmse,mase,smape_pct,wape_pct
xgboost,60,13975.867195968225,17836.16520933384,0.6507804851827798,5.456734520458637,5.447112934504839
random_forest,60,14468.67759787586,18659.799119499643,0.670669044673339,5.648794364204761,5.6391864478582
seasonal_naive,60,17944.437217229217,22183.453283808747,0.8476376783071766,7.211463977929862,6.993868408865318
elastic_net_history,60,20272.91439069063,25113.949242469014,0.9395121071305358,7.943435177923738,7.9013955019189686
elastic_net_macro,60,20272.91439069063,25113.949242469014,0.9395121071305358,7.943435177923738,7.9013955019189686
