model,f_statistic,p_value,n
elastic_net_history,1.4824249700381407,0.22008349808302075,60
elastic_net_macro,1.4824249700381407,0.22008349808302075,60
random_forest,0.8864721391995769,0.47820273844282724,60
seasonal_naive,1.2625734319257054,0.29580140097978697,60
xgboost,0.8327839408105883,0.5101777538043941,60
