model,n,mae,rmse,mase,smape_pct,wape_pct
xgboost,60,56677.56725260417,85342.13863826802,0.4491132576742293,29.670410823284598,18.847139552555475
random_forest,60,59360.98050248703,93587.66519322594,0.4657972283792784,30.43213812716249,19.739461973034718
elastic_net_history,60,137874.03769340602,244786.7957331729,0.75440350802213,46.51577379975323,45.8476140569093
seasonal_naive,60,112354.46666666666,198387.96699766512,0.7595591654992917,43.346545471245676,37.361524413740845
elastic_net_macro,60,143145.48017197053,246563.26743411148,0.8816273110234953,50.72345955420353,47.600540600033106
