cma,acf_lag_1,acf_lag_12
Hamilton,0.04528433847858225,-0.057111027606378165
Kitchener-Cambridge-Waterloo,0.25344502300977473,-0.08480211078013915
London,0.6330140699033516,-0.004963027549105088
Toronto,0.5417781818229714,0.056903798566304405
Windsor,0.558515442926565,-0.1151335931773741
