cma,acf_lag_1,acf_lag_12
Hamilton,0.11358519234477903,0.03611551616176466
Kitchener-Cambridge-Waterloo,0.024620394830032408,-0.2698819432051254
London,0.4569642366783202,-0.2604208135653704
Toronto,0.3507578878195022,-0.23690439159525803
Windsor,0.5557757915133384,-0.2583220446729231
